id,left,top,right,bottom,row_index,col_index,cel_area,id_2,left_2,top_2,right_2,bottom_2,row_index_,col_index_,cel_area_2,inter_area,fid,FCODE,Shape_Leng,Category,Shape_Le_1,Shape_Area,poly_area,Conflict_R_N,NDVI_N,Water_Proximity_N,Slope_N,Land_Recovery_N,NDVI_N,Water_N,Slope_N,Land_N,Conflict_R_N,HSI,Habitat_Quality,Elephant_Suitable,Leopard_Suitable,Wild Boar_Suitable,Biodiversity_Potential,HSI_WSM,NDVI,Water_Proximity,Slope,Land_Recovery,Conflict_R,Conflict_Species,Conflict_Type,Year,Village
1986,9058024.1686,3332610.8493,9059024.1686,3331610.8493,5,33,767217.559,1986,9058024.1686,3332610.8493,9059024.1686,3331610.8493,5,33,767217.559,767217.559,368.0,25252.0,2458.8617997,Grass,2458.8617997,56245.194172,56177.974,0.75,0.875,0.6,0.6666666666666667,0.625,0.875,0.6,0.6666666666666667,0.625,0.75,0.625,High,False,False,False,0,0.725,0.7,0.6,0.4,0.5,3,Elephant,Crop Raiding,2018,Village_A
1986,9058024.1686,3332610.8493,9059024.1686,3331610.8493,5,33,767217.559,1986,9058024.1686,3332610.8493,9059024.1686,3331610.8493,5,33,767217.559,767217.559,369.0,25252.0,1041.8488813,Grass,1041.8488813,24865.361527,24835.81,0.75,0.875,0.6,0.6666666666666667,0.625,0.875,0.6,0.6666666666666667,0.625,0.75,0.625,High,False,False,False,0,0.725,0.7,0.6,0.4,0.5,3,Tiger,Crop Raiding,2019,Village_B
1986,9058024.1686,3332610.8493,9059024.1686,3331610.8493,5,33,767217.559,1986,9058024.1686,3332610.8493,9059024.1686,3331610.8493,5,33,767217.559,767217.559,529.0,25212.0,1205908.297,Forest,1205908.2975,471938102.67,53498559.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Elephant,Property Damage,2023,Village_B
1987,9058024.1686,3331610.8493,9059024.1686,3330610.8493,6,33,767331.735,1987,9058024.1686,3331610.8493,9059024.1686,3330610.8493,6,33,767331.735,767331.735,371.0,25252.0,807.37819522,Grass,807.37819522,41742.511125,41692.779,0.75,0.875,0.6,0.6666666666666667,0.625,0.875,0.6,0.6666666666666667,0.625,0.75,0.625,High,False,False,False,0,0.725,0.7,0.6,0.4,0.5,3,Elephant,Crop Raiding,2023,Village_B
1987,9058024.1686,3331610.8493,9059024.1686,3330610.8493,6,33,767331.735,1987,9058024.1686,3331610.8493,9059024.1686,3330610.8493,6,33,767331.735,767331.735,508.0,25262.0,2128.8554639,Bush,2128.8554639,59596.163895,59524.822,0.5,1.0,0.4,1.0,0.875,1.0,0.4,1.0,0.875,0.5,0.7375,High,False,True,True,2,0.7375,0.8,0.4,0.6,0.7,2,Elephant,Livestock Killing,2022,Village_B
1987,9058024.1686,3331610.8493,9059024.1686,3330610.8493,6,33,767331.735,1987,9058024.1686,3331610.8493,9059024.1686,3330610.8493,6,33,767331.735,767331.735,529.0,25212.0,1205908.297,Forest,1205908.2975,471938102.67,53498559.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Leopard,Crop Raiding,2023,Village_C
1988,9058024.1686,3330610.8493,9059024.1686,3329610.8493,7,33,767445.9,1988,9058024.1686,3330610.8493,9059024.1686,3329610.8493,7,33,767445.9,767445.9,371.0,25252.0,807.37819522,Grass,807.37819522,41742.511125,41692.779,0.75,0.875,0.6,0.6666666666666667,0.625,0.875,0.6,0.6666666666666667,0.625,0.75,0.625,High,False,False,False,0,0.725,0.7,0.6,0.4,0.5,3,Elephant,Livestock Killing,2021,Village_C
1988,9058024.1686,3330610.8493,9059024.1686,3329610.8493,7,33,767445.9,1988,9058024.1686,3330610.8493,9059024.1686,3329610.8493,7,33,767445.9,767445.9,372.0,25252.0,1455.6621399,Grass,1455.6621399,58097.502963,58028.489,0.75,0.875,0.6,0.6666666666666667,0.625,0.875,0.6,0.6666666666666667,0.625,0.75,0.625,High,False,False,False,0,0.725,0.7,0.6,0.4,0.5,3,Elephant,Livestock Killing,2022,Village_A
1988,9058024.1686,3330610.8493,9059024.1686,3329610.8493,7,33,767445.9,1988,9058024.1686,3330610.8493,9059024.1686,3329610.8493,7,33,767445.9,767445.9,499.0,25102.0,901.15008741,Cultivation,901.15008741,57754.624584,57685.958,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Human Attack,2022,Village_C
1988,9058024.1686,3330610.8493,9059024.1686,3329610.8493,7,33,767445.9,1988,9058024.1686,3330610.8493,9059024.1686,3329610.8493,7,33,767445.9,767445.9,529.0,25212.0,1205908.297,Forest,1205908.2975,471938102.67,53498559.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Elephant,Livestock Killing,2021,Village_C
1989,9058024.1686,3329610.8493,9059024.1686,3328610.8493,8,33,767560.053,1989,9058024.1686,3329610.8493,9059024.1686,3328610.8493,8,33,767560.053,767560.053,496.0,25102.0,761.82625871,Cultivation,761.82625871,36567.959673,36524.389,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Wild Boar,Property Damage,2022,Village_C
1989,9058024.1686,3329610.8493,9059024.1686,3328610.8493,8,33,767560.053,1989,9058024.1686,3329610.8493,9059024.1686,3328610.8493,8,33,767560.053,767560.053,495.0,25102.0,404.3961079,Cultivation,404.3961079,11908.489988,11894.281,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Crop Raiding,2018,Village_B
1989,9058024.1686,3329610.8493,9059024.1686,3328610.8493,8,33,767560.053,1989,9058024.1686,3329610.8493,9059024.1686,3328610.8493,8,33,767560.053,767560.053,499.0,25102.0,901.15008741,Cultivation,901.15008741,57754.624584,57685.958,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Crop Raiding,2022,Village_A
1989,9058024.1686,3329610.8493,9059024.1686,3328610.8493,8,33,767560.053,1989,9058024.1686,3329610.8493,9059024.1686,3328610.8493,8,33,767560.053,767560.053,529.0,25212.0,1205908.297,Forest,1205908.2975,471938102.67,53498559.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Elephant,Crop Raiding,2021,Village_D
1990,9058024.1686,3328610.8493,9059024.1686,3327610.8493,9,33,767674.193,1990,9058024.1686,3328610.8493,9059024.1686,3327610.8493,9,33,767674.193,767674.193,529.0,25212.0,1205908.297,Forest,1205908.2975,471938102.67,53498559.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Wild Boar,Livestock Killing,2019,Village_D
1991,9058024.1686,3327610.8493,9059024.1686,3326610.8493,10,33,767788.322,1991,9058024.1686,3327610.8493,9059024.1686,3326610.8493,10,33,767788.322,767788.322,486.0,25102.0,2896.91685,Cultivation,2896.91685,157192.87809,151056.461,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Human Attack,2019,Village_D
1991,9058024.1686,3327610.8493,9059024.1686,3326610.8493,10,33,767788.322,1991,9058024.1686,3327610.8493,9059024.1686,3326610.8493,10,33,767788.322,767788.322,529.0,25212.0,1205908.297,Forest,1205908.2975,471938102.67,53498559.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Elephant,Crop Raiding,2019,Village_B
1991,9058024.1686,3327610.8493,9059024.1686,3326610.8493,10,33,767788.322,1991,9058024.1686,3327610.8493,9059024.1686,3326610.8493,10,33,767788.322,767788.322,529.0,25212.0,1205908.297,Forest,1205908.2975,471938102.67,53498559.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Elephant,Crop Raiding,2021,Village_C
1991,9058024.1686,3327610.8493,9059024.1686,3326610.8493,10,33,767788.322,1991,9058024.1686,3327610.8493,9059024.1686,3326610.8493,10,33,767788.322,767788.322,529.0,25212.0,1205908.297,Forest,1205908.2975,471938102.67,53498559.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Wild Boar,Human Attack,2021,Village_C
1992,9058024.1686,3326610.8493,9059024.1686,3325610.8493,11,33,767902.439,1992,9058024.1686,3326610.8493,9059024.1686,3325610.8493,11,33,767902.439,767902.439,529.0,25212.0,1205908.297,Forest,1205908.2975,471938102.67,53498559.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Wild Boar,Crop Raiding,2018,Village_D
2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,770637.603,760.0,25102.0,3269.5147714,Cultivation,3269.5147714,182415.8932,37366.0,1.0,0.625,0.5,0.33333333333333337,1.0,0.625,0.5,0.3333333333333333,1.0,1.0,0.4625,Medium,False,False,False,0,0.6625000000000001,0.5,0.5,0.2,0.8,4,Elephant,Crop Raiding,2021,Village_D
2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,770637.603,789.0,25212.0,18955.511172,Forest,18955.511172,6653449.2127,6645319.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Elephant,Livestock Killing,2023,Village_A
2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,770637.603,790.0,25212.0,11437.765673,Forest,11437.765673,2926958.6201,2250524.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Leopard,Crop Raiding,2019,Village_B
2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,770637.603,845.0,25252.0,1941.7365345,Grass,1941.7365345,42696.070665,42644.724,0.75,0.875,0.6,0.6666666666666667,0.625,0.875,0.6,0.6666666666666667,0.625,0.75,0.625,High,False,False,False,0,0.725,0.7,0.6,0.4,0.5,3,Elephant,Crop Raiding,2021,Village_C
2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,770637.603,848.0,25252.0,709.09439421,Grass,709.09439421,25075.83857,25045.931,0.75,0.875,0.6,0.6666666666666667,0.625,0.875,0.6,0.6666666666666667,0.625,0.75,0.625,High,False,False,False,0,0.725,0.7,0.6,0.4,0.5,3,Tiger,Crop Raiding,2020,Village_D
2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,770637.603,849.0,25252.0,2285.5944415,Grass,2285.5944415,108192.74809,107827.437,0.75,0.875,0.6,0.6666666666666667,0.625,0.875,0.6,0.6666666666666667,0.625,0.75,0.625,High,False,False,False,0,0.725,0.7,0.6,0.4,0.5,3,Tiger,Crop Raiding,2022,Village_D
2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,770637.603,850.0,25252.0,547.17326421,Grass,547.1732642,15015.408486,14997.448,0.75,0.875,0.6,0.6666666666666667,0.625,0.875,0.6,0.6666666666666667,0.625,0.75,0.625,High,False,False,False,0,0.725,0.7,0.6,0.4,0.5,3,Elephant,Crop Raiding,2018,Village_A
2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,770637.603,944.0,25332.0,1759.7626363,Sand,1759.7626363,40906.860454,33190.182,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Crop Raiding,2019,Village_C
2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,770637.603,945.0,25332.0,4980.1243707,Sand,4980.1243707,188804.06911,185280.886,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Crop Raiding,2023,Village_C
2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,770637.603,1039.0,30131.0,255274.1698,Waterbody,255274.16981,6408229.1294,1080964.504,0.25,0.75,1.0,0.16666666666666669,0.375,0.75,1.0,0.1666666666666666,0.375,0.25,0.6875,High,True,False,False,1,0.5875,0.6,1.0,0.1,0.3,1,Elephant,Crop Raiding,2023,Village_A
2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,770637.603,1039.0,30131.0,255274.1698,Waterbody,255274.16981,6408229.1294,1080964.504,0.25,0.75,1.0,0.16666666666666669,0.375,0.75,1.0,0.1666666666666666,0.375,0.25,0.6875,High,True,False,False,1,0.5875,0.6,1.0,0.1,0.3,1,Elephant,Crop Raiding,2019,Village_A
2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,2016,9058024.1686,3302610.8493,9059024.1686,3301610.8493,35,33,770637.603,770637.603,1041.0,30131.0,42243.356023,Waterbody,42243.356023,414034.05292,214571.204,0.25,0.75,1.0,0.16666666666666669,0.375,0.75,1.0,0.1666666666666666,0.375,0.25,0.6875,High,True,False,False,1,0.5875,0.6,1.0,0.1,0.3,1,Wild Boar,Crop Raiding,2023,Village_C
2017,9058024.1686,3301610.8493,9059024.1686,3300610.8493,36,33,770751.415,2017,9058024.1686,3301610.8493,9059024.1686,3300610.8493,36,33,770751.415,770751.415,789.0,25212.0,18955.511172,Forest,18955.511172,6653449.2127,6645319.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Wild Boar,Property Damage,2020,Village_A
2017,9058024.1686,3301610.8493,9059024.1686,3300610.8493,36,33,770751.415,2017,9058024.1686,3301610.8493,9059024.1686,3300610.8493,36,33,770751.415,770751.415,790.0,25212.0,11437.765673,Forest,11437.765673,2926958.6201,2250524.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Elephant,Crop Raiding,2018,Village_D
2017,9058024.1686,3301610.8493,9059024.1686,3300610.8493,36,33,770751.415,2017,9058024.1686,3301610.8493,9059024.1686,3300610.8493,36,33,770751.415,770751.415,1041.0,30131.0,42243.356023,Waterbody,42243.356023,414034.05292,214571.204,0.25,0.75,1.0,0.16666666666666669,0.375,0.75,1.0,0.1666666666666666,0.375,0.25,0.6875,High,True,False,False,1,0.5875,0.6,1.0,0.1,0.3,1,Tiger,Livestock Killing,2022,Village_C
2018,9058024.1686,3300610.8493,9059024.1686,3299610.8493,37,33,770865.215,2018,9058024.1686,3300610.8493,9059024.1686,3299610.8493,37,33,770865.215,770865.215,790.0,25212.0,11437.765673,Forest,11437.765673,2926958.6201,2250524.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Elephant,Livestock Killing,2018,Village_B
2018,9058024.1686,3300610.8493,9059024.1686,3299610.8493,37,33,770865.215,2018,9058024.1686,3300610.8493,9059024.1686,3299610.8493,37,33,770865.215,770865.215,798.0,25212.0,148389.43371,Forest,148389.4337,92093618.203,30462440.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Wild Boar,Crop Raiding,2018,Village_C
2018,9058024.1686,3300610.8493,9059024.1686,3299610.8493,37,33,770865.215,2018,9058024.1686,3300610.8493,9059024.1686,3299610.8493,37,33,770865.215,770865.215,951.0,25332.0,15051.102351,Sand,15051.102351,155580.69939,56213.371,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Tiger,Livestock Killing,2019,Village_A
2019,9058024.1686,3299610.8493,9059024.1686,3298610.8493,38,33,770979.002,2019,9058024.1686,3299610.8493,9059024.1686,3298610.8493,38,33,770979.002,770979.002,798.0,25212.0,148389.43371,Forest,148389.4337,92093618.203,30462440.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Wild Boar,Crop Raiding,2021,Village_B
2020,9058024.1686,3298610.8493,9059024.1686,3297610.8493,39,33,771092.777,2019,9058024.1686,3299610.8493,9059024.1686,3298610.8493,38,33,770979.002,0.0,798.0,25212.0,148389.43371,Forest,148389.4337,92093618.203,30462440.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Wild Boar,Human Attack,2022,Village_D
2020,9058024.1686,3298610.8493,9059024.1686,3297610.8493,39,33,771092.777,2020,9058024.1686,3298610.8493,9059024.1686,3297610.8493,39,33,771092.777,771092.777,798.0,25212.0,148389.43371,Forest,148389.4337,92093618.203,30462440.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Wild Boar,Crop Raiding,2018,Village_D
2021,9058024.1686,3297610.8493,9059024.1686,3296610.8493,40,33,771206.539,2021,9058024.1686,3297610.8493,9059024.1686,3296610.8493,40,33,771206.539,771206.539,798.0,25212.0,148389.43371,Forest,148389.4337,92093618.203,30462440.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Elephant,Livestock Killing,2020,Village_D
2022,9058024.1686,3296610.8493,9059024.1686,3295610.8493,41,33,771320.289,2021,9058024.1686,3297610.8493,9059024.1686,3296610.8493,40,33,771206.539,0.0,798.0,25212.0,148389.43371,Forest,148389.4337,92093618.203,30462440.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Tiger,Crop Raiding,2019,Village_A
2022,9058024.1686,3296610.8493,9059024.1686,3295610.8493,41,33,771320.289,2022,9058024.1686,3296610.8493,9059024.1686,3295610.8493,41,33,771320.289,771320.289,798.0,25212.0,148389.43371,Forest,148389.4337,92093618.203,30462440.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Elephant,Livestock Killing,2021,Village_C
2023,9058024.1686,3295610.8493,9059024.1686,3294610.8493,42,33,771434.027,2022,9058024.1686,3296610.8493,9059024.1686,3295610.8493,41,33,771320.289,0.0,798.0,25212.0,148389.43371,Forest,148389.4337,92093618.203,30462440.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Leopard,Crop Raiding,2021,Village_A
2023,9058024.1686,3295610.8493,9059024.1686,3294610.8493,42,33,771434.027,2023,9058024.1686,3295610.8493,9059024.1686,3294610.8493,42,33,771434.027,771434.027,798.0,25212.0,148389.43371,Forest,148389.4337,92093618.203,30462440.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Elephant,Livestock Killing,2019,Village_C
2023,9058024.1686,3295610.8493,9059024.1686,3294610.8493,42,33,771434.027,2023,9058024.1686,3295610.8493,9059024.1686,3294610.8493,42,33,771434.027,771434.027,814.0,25252.0,1063.8014223,Grass,1063.8014223,25576.848772,25546.285,0.75,0.875,0.6,0.6666666666666667,0.625,0.875,0.6,0.6666666666666667,0.625,0.75,0.625,High,False,False,False,0,0.725,0.7,0.6,0.4,0.5,3,Elephant,Crop Raiding,2018,Village_A
2024,9058024.1686,3294610.8493,9059024.1686,3293610.8493,43,33,771547.752,2024,9058024.1686,3294610.8493,9059024.1686,3293610.8493,43,33,771547.752,771547.752,798.0,25212.0,148389.43371,Forest,148389.4337,92093618.203,30462440.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Leopard,Human Attack,2023,Village_D
2024,9058024.1686,3294610.8493,9059024.1686,3293610.8493,43,33,771547.752,2024,9058024.1686,3294610.8493,9059024.1686,3293610.8493,43,33,771547.752,771547.752,814.0,25252.0,1063.8014223,Grass,1063.8014223,25576.848772,25546.285,0.75,0.875,0.6,0.6666666666666667,0.625,0.875,0.6,0.6666666666666667,0.625,0.75,0.625,High,False,False,False,0,0.725,0.7,0.6,0.4,0.5,3,Tiger,Crop Raiding,2019,Village_A
2025,9058024.1686,3293610.8493,9059024.1686,3292610.8493,44,33,771661.464,2025,9058024.1686,3293610.8493,9059024.1686,3292610.8493,44,33,771661.464,771661.464,798.0,25212.0,148389.43371,Forest,148389.4337,92093618.203,30462440.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Leopard,Crop Raiding,2023,Village_C
2026,9058024.1686,3292610.8493,9059024.1686,3291610.8493,45,33,771775.164,2026,9058024.1686,3292610.8493,9059024.1686,3291610.8493,45,33,771775.164,771775.164,798.0,25212.0,148389.43371,Forest,148389.4337,92093618.203,30462440.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Leopard,Human Attack,2021,Village_D
2026,9058024.1686,3292610.8493,9059024.1686,3291610.8493,45,33,771775.164,2026,9058024.1686,3292610.8493,9059024.1686,3291610.8493,45,33,771775.164,771775.164,807.0,25252.0,674.66173213,Grass,674.66173212,14937.536594,14919.677,0.75,0.875,0.6,0.6666666666666667,0.625,0.875,0.6,0.6666666666666667,0.625,0.75,0.625,High,False,False,False,0,0.725,0.7,0.6,0.4,0.5,3,Elephant,Property Damage,2021,Village_D
2046,9059024.1686,3332610.8493,9060024.1686,3331610.8493,5,34,767217.559,2046,9059024.1686,3332610.8493,9060024.1686,3331610.8493,5,34,767217.559,767217.559,347.0,25332.0,29989.375405,Sand,29989.375405,1063644.5342,72944.594,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Crop Raiding,2020,Village_B
2046,9059024.1686,3332610.8493,9060024.1686,3331610.8493,5,34,767217.559,2046,9059024.1686,3332610.8493,9060024.1686,3331610.8493,5,34,767217.559,767217.559,529.0,25212.0,1205908.297,Forest,1205908.2975,471938102.67,53498559.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Leopard,Property Damage,2020,Village_C
2046,9059024.1686,3332610.8493,9060024.1686,3331610.8493,5,34,767217.559,2046,9059024.1686,3332610.8493,9060024.1686,3331610.8493,5,34,767217.559,767217.559,529.0,25212.0,1205908.297,Forest,1205908.2975,471938102.67,53498559.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Elephant,Human Attack,2021,Village_B
2047,9059024.1686,3331610.8493,9060024.1686,3330610.8493,6,34,767331.735,2047,9059024.1686,3331610.8493,9060024.1686,3330610.8493,6,34,767331.735,767331.735,184.0,20212.0,698.75284464,Cliff,698.75284464,14116.913402,14100.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Wild Boar,Livestock Killing,2020,Village_B
2047,9059024.1686,3331610.8493,9060024.1686,3330610.8493,6,34,767331.735,2047,9059024.1686,3331610.8493,9060024.1686,3330610.8493,6,34,767331.735,767331.735,347.0,25332.0,29989.375405,Sand,29989.375405,1063644.5342,72944.594,0.0,0.25,0.2,0.5,0.25,0.25,0.2,0.5,0.25,0.0,0.425,Medium,False,False,False,0,0.225,0.2,0.2,0.3,0.2,0,Elephant,Crop Raiding,2020,Village_B
2047,9059024.1686,3331610.8493,9060024.1686,3330610.8493,6,34,767331.735,2047,9059024.1686,3331610.8493,9060024.1686,3330610.8493,6,34,767331.735,767331.735,529.0,25212.0,1205908.297,Forest,1205908.2975,471938102.67,53498559.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Wild Boar,Crop Raiding,2020,Village_D
2047,9059024.1686,3331610.8493,9060024.1686,3330610.8493,6,34,767331.735,2048,9059024.1686,3330610.8493,9060024.1686,3329610.8493,7,34,767445.9,0.0,529.0,25212.0,1205908.297,Forest,1205908.2975,471938102.67,53498559.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Wild Boar,Livestock Killing,2021,Village_B
2048,9059024.1686,3330610.8493,9060024.1686,3329610.8493,7,34,767445.9,2048,9059024.1686,3330610.8493,9060024.1686,3329610.8493,7,34,767445.9,767445.9,529.0,25212.0,1205908.297,Forest,1205908.2975,471938102.67,53498559.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Low,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0,Leopard,Crop Raiding,2018,Village_C
